-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H5O
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          23.8500 kcal/mol
   Formation Free Gibbs Energy at 298K = 2.0472 kcal/mol
   Molecular Weight =                    57.0720 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      18.3050       23.8865       1.9008        73.2858       0.0365        -0.1464       
     600.0000      28.6848       31.0588       -22.6063      89.4418       7.2088        -24.6535      
     800.0000      33.2731       37.2797       -41.4070      98.3584       13.4296       -43.4543      
     1000.0000     36.5864       44.2833       -61.8754      106.1587      20.4332       -63.9226      
     1200.0000     39.0204       51.8558       -83.8103      113.0551      28.0058       -85.8576      
     1400.0000     40.8728       59.8529       -107.0484     119.2152      36.0029       -109.0957     
     1600.0000     42.3430       68.1797       -131.4563     124.7725      44.3297       -133.5035     
     1800.0000     43.5356       76.7717       -156.9242     129.8311      52.9217       -158.9715     
     2000.0000     44.5005       85.5788       -183.3607     134.4697      61.7287       -185.4080     
     2200.0000     45.2777       94.5594       -210.6882     138.7489      70.7094       -212.7354     
     2400.0000     45.9022       103.6797      -238.8395     142.7163      79.8297       -240.8868     
     2600.0000     46.4036       112.9121      -267.7565     146.4110      89.0621       -269.8038     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H6O
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -22.1876 kcal/mol
   Formation Free Gibbs Energy at 298K = -42.2232 kcal/mol
   Molecular Weight =                    58.0800 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      17.2372       -22.1532      -42.3578      67.3486       0.0344        -0.1346       
     600.0000      30.1721       -14.8804      -65.0612      83.6348       7.3072        -22.8380      
     800.0000      35.7876       -8.2526       -82.7562      93.1295       13.9350       -40.5329      
     1000.0000     39.8057       -0.6715       -102.2427     101.5712      21.5161       -60.0194      
     1200.0000     42.7543       7.5987        -123.3239     109.1022      29.7863       -81.1007      
     1400.0000     45.0148       16.3847       -145.8327     115.8695      38.5723       -103.6094     
     1600.0000     46.8213       25.5747       -169.6295     122.0026      47.7623       -127.4063     
     1800.0000     48.2760       35.0898       -194.5984     127.6046      57.2774       -152.3751     
     2000.0000     49.4293       44.8650       -220.6412     132.7531      67.0526       -178.4179     
     2200.0000     50.3271       54.8445       -247.6734     137.5081      77.0321       -205.4502     
     2400.0000     51.0123       64.9817       -275.6214     141.9179      87.1692       -233.3982     
     2600.0000     51.5249       75.2379       -304.4202     146.0224      97.4255       -262.1970     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3CHCHO
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          -4.9935 kcal/mol
   Formation Free Gibbs Energy at 298K = -25.6057 kcal/mol
   Molecular Weight =                    57.0720 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      16.9675       -4.9597       -25.7441      69.2815       0.0338        -0.1384       
     600.0000      27.7483       1.8660        -48.9064      84.6205       6.8595        -23.3007      
     800.0000      32.6429       7.9308        -66.7176      93.3105       12.9243       -41.1119      
     1000.0000     36.1887       14.8333       -86.1637      100.9971      19.8268       -60.5581      
     1200.0000     38.7328       22.3396       -107.0598     107.8328      27.3331       -81.4541      
     1400.0000     40.5603       30.2788       -129.2489     113.9483      35.2723       -103.6432     
     1600.0000     41.8952       38.5310       -152.5986     119.4560      43.5245       -126.9929     
     1800.0000     42.8994       47.0150       -176.9972     124.4512      52.0085       -151.3915     
     2000.0000     43.6757       55.6757       -202.3502     129.0129      60.6692       -176.7446     
     2200.0000     44.2882       64.4744       -228.5778     133.2055      69.4679       -202.9721     
     2400.0000     44.7844       73.3832       -255.6113     137.0811      78.3768       -230.0057     
     2600.0000     45.1967       82.3826       -283.3919     140.6825      87.3761       -257.7863     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE AC4H7OOH
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 8.0000
     O 2.0000
   Formation Enthalpy at 298K =          -12.7688 kcal/mol
   Formation Free Gibbs Energy at 298K = -40.1496 kcal/mol
   Molecular Weight =                    88.1060 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      28.4043       -12.7121      -40.3336      92.0716       0.0567        -0.1840       
     600.0000      45.0486       -1.5162       -71.8805      117.2739      11.2526       -31.7309      
     800.0000      52.7360       8.2998        -96.7724      131.3403      21.0686       -56.6228      
     1000.0000     58.4746       19.4486       -124.3068     143.7554      32.2173       -84.1572      
     1200.0000     62.7991       31.5957       -154.1845     154.8168      44.3644       -114.0348     
     1400.0000     66.1269       44.5020       -186.1589     164.7578      57.2708       -146.0093     
     1600.0000     68.7576       58.0002       -220.0255     173.7661      70.7690       -179.8759     
     1800.0000     70.8745       71.9710       -255.6132     181.9912      84.7398       -215.4636     
     2000.0000     72.5763       86.3223       -292.7776     189.5500      99.0911       -252.6280     
     2200.0000     73.9388       100.9789      -331.3949     196.5336      113.7477      -291.2453     
     2400.0000     75.0276       115.8796      -371.3576     203.0155      128.6484      -331.2080     
     2600.0000     75.8977       130.9754      -412.5717     209.0566      143.7442      -372.4221     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3CHCO
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -19.6127 kcal/mol
   Formation Free Gibbs Energy at 298K = -39.8113 kcal/mol
   Molecular Weight =                    56.0640 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      17.9339       -19.5769      -39.9470      67.9004       0.0358        -0.1357       
     600.0000      26.6399       -12.7708      -62.7372      83.2773       6.8419        -22.9258      
     800.0000      30.2852       -7.0567       -80.2338      91.4715       12.5560       -40.4225      
     1000.0000     32.8795       -0.7265       -99.2499      98.5234       18.8862       -59.4385      
     1200.0000     34.8159       6.0516        -119.5848     104.6970      25.6643       -79.7735      
     1400.0000     36.3225       13.1716       -141.0829     110.1818      32.7843       -101.2716     
     1600.0000     37.5008       20.5588       -163.6206     115.1121      40.1715       -123.8093     
     1800.0000     38.4185       28.1545       -187.0973     119.5843      47.7672       -147.2859     
     2000.0000     39.1336       35.9127       -211.4287     123.6707      55.5254       -171.6173     
     2200.0000     39.6944       43.7977       -236.5436     127.4279      63.4104       -196.7323     
     2400.0000     40.1398       51.7828       -262.3810     130.9016      71.3955       -222.5696     
     2600.0000     40.4990       59.8479       -288.8878     134.1291      79.4606       -249.0765     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE AC3H5OOH
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 6.0000
     O 2.0000
   Formation Enthalpy at 298K =          -10.2500 kcal/mol
   Formation Free Gibbs Energy at 298K = -34.7074 kcal/mol
   Molecular Weight =                    74.0790 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      24.9950       -10.2001      -34.8717      82.2388       0.0499        -0.1643       
     600.0000      35.9057       -0.9463       -62.8561      103.1831      9.3037        -28.1487      
     800.0000      40.8984       6.7594        -84.6267      114.2326      17.0094       -49.9192      
     1000.0000     44.5786       15.3258       -108.4492     123.7750      25.5757       -73.7418      
     1200.0000     47.3044       24.5274       -134.0594     132.1557      34.7773       -99.3520      
     1400.0000     49.3620       34.2031       -161.2498     139.6092      44.4531       -126.5424     
     1600.0000     50.9658       44.2420       -189.8530     146.3094      54.4920       -155.1456     
     1800.0000     52.2585       54.5689       -219.7323     152.3895      64.8189       -185.0248     
     2000.0000     53.3137       65.1297       -250.7743     157.9520      75.3797       -216.0669     
     2200.0000     54.1675       75.8809       -282.8838     163.0749      86.1309       -248.1764     
     2400.0000     54.8500       86.7853       -315.9790     167.8185      97.0353       -281.2716     
     2600.0000     55.3887       97.8114       -349.9891     172.2310      108.0613      -315.2817     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H6OH1-2
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 7.0000
     O 1.0000
   Formation Enthalpy at 298K =          -15.2694 kcal/mol
   Formation Free Gibbs Energy at 298K = -39.4268 kcal/mol
   Molecular Weight =                    59.0880 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      19.1544       -15.2311      -39.5891      81.1931       0.0382        -0.1623       
     600.0000      31.5536       -7.4994       -66.6361      98.5612       7.7699        -27.2093      
     800.0000      37.3812       -0.5785       -87.3594      108.4761      14.6908       -47.9326      
     1000.0000     41.7653       7.3570        -109.9547     117.3117      22.6263       -70.5279      
     1200.0000     45.0657       16.0555       -134.2231     125.2322      31.3248       -94.7963      
     1400.0000     47.5758       25.3307       -159.9959     132.3761      40.6001       -120.5690     
     1600.0000     49.5224       35.0484       -187.1297     138.8613      50.3177       -147.7029     
     1800.0000     51.0657       45.1129       -215.5031     144.7867      60.3823       -176.0763     
     2000.0000     52.3018       55.4543       -245.0125     150.2334      70.7236       -205.5857     
     2200.0000     53.2894       66.0171       -275.5689     155.2664      81.2864       -236.1421     
     2400.0000     54.0769       76.7567       -307.0950     159.9382      92.0260       -267.6682     
     2600.0000     54.7045       87.6372       -339.5230     164.2924      102.9066      -300.0962     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H6OH2-1
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 7.0000
     O 1.0000
   Formation Enthalpy at 298K =          -24.3974 kcal/mol
   Formation Free Gibbs Energy at 298K = -47.3212 kcal/mol
   Molecular Weight =                    59.0880 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      20.5267       -24.3565      -47.4752      77.0625       0.0410        -0.1540       
     600.0000      32.0469       -16.3396      -73.4143      95.1246       8.0579        -26.0931      
     800.0000      37.2511       -9.3830       -93.4591      105.0951      15.0145       -46.1378      
     1000.0000     41.0843       -1.5303       -115.3709     113.8406      22.8671       -68.0496      
     1200.0000     43.9566       6.9869        -138.9295     121.5970      31.3843       -91.6082      
     1400.0000     46.1784       16.0092       -163.9560     128.5466      40.4066       -116.6347     
     1600.0000     47.9599       25.4292       -190.3040     134.8332      49.8266       -142.9827     
     1800.0000     49.4163       35.1716       -217.8526     140.5690      59.5690       -170.5314     
     2000.0000     50.6116       45.1783       -246.5006     145.8394      69.5757       -199.1794     
     2200.0000     51.5984       55.4024       -276.1618     150.7110      79.7998       -228.8406     
     2400.0000     52.4213       65.8067       -306.7620     155.2370      90.2042       -259.4407     
     2600.0000     53.1166       76.3624       -338.2365     159.4611      100.7598      -290.9152     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HOC3H6O2
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 7.0000
     O 3.0000
   Formation Enthalpy at 298K =          -50.7284 kcal/mol
   Formation Free Gibbs Energy at 298K = -78.3381 kcal/mol
   Molecular Weight =                    91.0860 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      28.4036       -50.6717      -78.5236      92.8399       0.0567        -0.1855       
     600.0000      42.3351       -39.8877      -110.2068     117.1984      10.8406       -31.8686      
     800.0000      48.4011       -30.7801      -134.9858     130.2571      19.9483       -56.6476      
     1000.0000     52.7583       -20.6408      -162.1924     141.5516      30.0875       -83.8543      
     1200.0000     55.9682       -9.7529       -191.5148     151.4682      40.9755       -113.1767     
     1400.0000     58.4299       1.6969        -222.7068     160.2884      52.4253       -144.3686     
     1600.0000     60.3809       13.5853       -255.5712     168.2229      64.3137       -177.2331     
     1800.0000     61.9340       25.8228       -289.9474     175.4279      76.5511       -211.6092     
     2000.0000     63.1675       38.3377       -325.7015     182.0196      89.0660       -247.3634     
     2200.0000     64.1480       51.0729       -362.7204     188.0879      101.8013      -284.3822     
     2400.0000     64.9309       63.9837       -400.9066     193.7043      114.7121      -322.5685     
     2600.0000     65.5603       77.0351       -440.1759     198.9273      127.7635      -361.8377     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE SC3H5OH
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -37.0139 kcal/mol
   Formation Free Gibbs Energy at 298K = -57.9718 kcal/mol
   Molecular Weight =                    58.0800 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      20.0261       -36.9739      -58.1126      70.4623       0.0400        -0.1408       
     600.0000      31.5275       -29.0772      -82.0255      88.2471       7.9366        -24.0537      
     800.0000      36.2863       -22.2672      -100.6752     98.0099       14.7466       -42.7034      
     1000.0000     39.6774       -14.6533      -121.1442     106.4908      22.3605       -63.1723      
     1200.0000     42.2425       -6.4508       -143.2043     113.9612      30.5631       -85.2325      
     1400.0000     44.2759       2.2087        -166.6755     120.6315      39.2225       -108.7036     
     1600.0000     45.8961       11.2321       -191.4138     126.6536      48.2459       -133.4419     
     1800.0000     47.1828       20.5449       -217.3010     132.1366      57.5588       -159.3292     
     2000.0000     48.2048       30.0875       -244.2380     137.1628      67.1014       -186.2662     
     2200.0000     49.0202       39.8131       -272.1400     141.7969      76.8269       -214.1682     
     2400.0000     49.6765       49.6850       -300.9341     146.0913      86.6989       -242.9623     
     2600.0000     50.2104       59.6755       -330.5568     150.0894      96.6894       -272.5850     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H5OH
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -34.9085 kcal/mol
   Formation Free Gibbs Energy at 298K = -55.9306 kcal/mol
   Molecular Weight =                    58.0800 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      18.9970       -34.8706      -56.0719      70.6709       0.0379        -0.1412       
     600.0000      30.6832       -27.2880      -79.9217      87.7227       7.6204        -23.9910      
     800.0000      36.0011       -20.5928      -98.4461      97.3166       14.3157       -42.5154      
     1000.0000     39.9429       -12.9791      -118.7741     105.7949      21.9294       -62.8434      
     1200.0000     42.9138       -4.6801       -140.7027     113.3521      30.2284       -84.7721      
     1400.0000     45.2202       4.1423        -164.0642     120.1475      39.0508       -108.1336     
     1600.0000     47.0701       13.3778       -188.7196     126.3109      48.2862       -132.7890     
     1800.0000     48.5748       22.9475       -214.5533     131.9449      57.8560       -158.6227     
     2000.0000     49.7853       32.7881       -241.4675     137.1278      67.6965       -185.5369     
     2200.0000     50.7439       42.8449       -269.3784     141.9197      77.7533       -213.4477     
     2400.0000     51.4902       53.0715       -298.2125     146.3683      87.9800       -242.2819     
     2600.0000     52.0617       63.4293       -327.9055     150.5134      98.3378       -271.9748     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2CCH2OH
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          27.0705 kcal/mol
   Formation Free Gibbs Energy at 298K = 4.3525 kcal/mol
   Molecular Weight =                    57.0720 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      18.1601       27.1067       4.1999        76.3562       0.0362        -0.1526       
     600.0000      27.2923       34.0153       -21.1566      91.9532       6.9449        -25.5090      
     800.0000      31.6094       39.9255       -40.4142      100.4247      12.8551       -44.7667      
     1000.0000     34.8666       46.5885       -61.2567      107.8452      19.5180       -65.6091      
     1200.0000     37.3197       53.8187       -83.4967      114.4294      26.7482       -87.8491      
     1400.0000     39.1798       61.4770       -106.9828     120.3284      34.4065       -111.3353     
     1600.0000     40.6136       69.4623       -131.5901     125.6577      42.3918       -135.9426     
     1800.0000     41.7431       77.7022       -157.2141     130.5091      50.6317       -161.5666     
     2000.0000     42.6470       86.1445       -183.7668     134.9556      59.0740       -188.1193     
     2200.0000     43.3768       94.7494       -211.1733     139.0558      67.6789       -215.5258     
     2400.0000     43.9728       103.4863      -239.3692     142.8565      76.4159       -243.7216     
     2600.0000     44.4649       112.3316      -268.2985     146.3962      85.2612       -272.6510     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H4-P
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 4.0000
   Formation Enthalpy at 298K =          44.3066 kcal/mol
   Formation Free Gibbs Energy at 298K = 26.6278 kcal/mol
   Molecular Weight =                    40.0650 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      14.5305       44.3356       26.5091       59.4217       0.0290        -0.1187       
     600.0000      21.7846       49.8615       6.7220        71.8992       5.5550        -19.9058      
     800.0000      25.1296       54.5691       -8.3489       78.6476       10.2626       -34.9767      
     1000.0000     27.6434       59.8581       -24.6801      84.5381       15.5515       -51.3079      
     1200.0000     29.5666       65.5873       -42.1194      89.7556       21.2807       -68.7472      
     1400.0000     31.0784       71.6575       -60.5462      94.4312       27.3509       -87.1740      
     1600.0000     32.2962       77.9992       -79.8624      98.6635       33.6926       -106.4902     
     1800.0000     33.2802       84.5604       -99.9870      102.5263      40.2538       -126.6148     
     2000.0000     34.0646       91.2979       -120.8520     106.0750      46.9914       -147.4798     
     2200.0000     34.6801       98.1750       -142.3989     109.3518      53.8684       -169.0267     
     2400.0000     35.1553       105.1606      -164.5769     112.3906      60.8540       -191.2047     
     2600.0000     35.5165       112.2295      -187.3412     115.2195      67.9229       -213.9690     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H4-A
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 4.0000
   Formation Enthalpy at 298K =          45.6247 kcal/mol
   Formation Free Gibbs Energy at 298K = 28.2917 kcal/mol
   Molecular Weight =                    40.0650 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      14.0669       45.6528       28.1753       58.2582       0.0281        -0.1164       
     600.0000      21.9900       51.1623       8.7598        70.6708       5.5376        -19.5319      
     800.0000      25.4212       55.9225       -6.0729       77.4943       10.2978       -34.3647      
     1000.0000     27.9081       61.2681       -22.1801      83.4482       15.6434       -50.4718      
     1200.0000     29.7835       67.0453       -39.4061      88.7095       21.4205       -67.6979      
     1400.0000     31.2672       73.1556       -57.6270      93.4161       27.5309       -85.9187      
     1600.0000     32.4694       79.5335       -76.7426      97.6726       33.9088       -105.0344     
     1800.0000     33.4350       86.1276       -96.6711      101.5548      40.5029       -124.9628     
     2000.0000     34.1995       92.8941       -117.3434     105.1188      47.2694       -145.6351     
     2200.0000     34.7957       99.7962       -138.7003     108.4075      54.1715       -166.9920     
     2400.0000     35.2535       106.8032      -160.6903     111.4556      61.1785       -188.9821     
     2600.0000     35.6002       113.8902      -183.2684     114.2918      68.2655       -211.5601     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H3
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 3.0000
   Formation Enthalpy at 298K =          83.9979 kcal/mol
   Formation Free Gibbs Energy at 298K = 65.7233 kcal/mol
   Molecular Weight =                    39.0570 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.5590       84.0289       65.6006       61.4279       0.0311        -0.1228       
     600.0000      20.9476       89.6035       45.1476       74.0932       5.6057        -20.5757      
     800.0000      23.0921       94.0178       29.6755       80.4279       10.0199       -36.0479      
     1000.0000     24.7698       98.8103       13.0423       85.7680       14.8124       -52.6811      
     1200.0000     26.1040       103.9028      -4.5852       90.4067       19.9049       -70.3086      
     1400.0000     27.1574       109.2332      -23.0850      94.5130       25.2353       -88.8084      
     1600.0000     27.9856       114.7508      -42.3623      98.1957       30.7529       -108.0856     
     1800.0000     28.6363       120.4156      -62.3402      101.5310      36.4177       -128.0635     
     2000.0000     29.1502       126.1962      -82.9553      104.5758      42.1983       -148.6786     
     2200.0000     29.5600       132.0687      -104.1541     107.3740      48.0709       -169.8774     
     2400.0000     29.8913       138.0150      -125.8908     109.9608      54.0171       -191.6142     
     2600.0000     30.1621       144.0212      -148.1262     112.3644      60.0233       -213.8495     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H2
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 2.0000
   Formation Enthalpy at 298K =          125.7794 kcal/mol
   Formation Free Gibbs Energy at 298K = 107.6526 kcal/mol
   Molecular Weight =                    38.0490 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      13.1165       125.8056      107.5308      60.9158       0.0262        -0.1217       
     600.0000      17.8509       130.5267      87.5461       71.6343       4.7473        -20.1065      
     800.0000      19.6844       134.2927      72.6617       77.0388       8.5134        -34.9909      
     1000.0000     20.9376       138.3620      56.7883       81.5738       12.5827       -50.8643      
     1200.0000     21.8725       142.6469      40.0742       85.4773       16.8675       -67.5784      
     1400.0000     22.6208       147.0988      22.6288       88.9071       21.3195       -85.0238      
     1600.0000     23.2228       151.6854      4.5358        91.9685       25.9061       -103.1168     
     1800.0000     23.7016       156.3798      -14.1388      94.7325       30.6004       -121.7914     
     2000.0000     24.0778       161.1592      -33.3408      97.2500       35.3799       -140.9934     
     2200.0000     24.3700       166.0053      -53.0249      99.5592       40.2259       -160.6775     
     2400.0000     24.5945       170.9027      -73.1526      101.6897      45.1234       -180.8052     
     2600.0000     24.7657       175.8395      -93.6905      103.6654      50.0602       -201.3431     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5CHO
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -44.2787 kcal/mol
   Formation Free Gibbs Energy at 298K = -64.8362 kcal/mol
   Molecular Weight =                    58.0800 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      17.8502       -44.2431      -64.9743      69.1042       0.0356        -0.1381       
     600.0000      29.7031       -36.9817      -88.2260      85.4072       7.2969        -23.3898      
     800.0000      35.1509       -30.4693      -106.2590     94.7371       13.8093       -41.4228      
     1000.0000     39.2010       -23.0144      -126.0523     103.0380      21.2643       -61.2161      
     1200.0000     42.2423       -14.8560      -147.4161     110.4668      29.4227       -82.5799      
     1400.0000     44.5775       -6.1643       -170.1901     117.1613      38.1143       -105.3539     
     1600.0000     46.4242       2.9426        -194.2395     123.2389      47.2213       -129.4033     
     1800.0000     47.9143       12.3818       -219.4510     128.7960      56.6604       -154.6148     
     2000.0000     49.1089       22.0887       -245.7283     133.9085      66.3673       -180.8921     
     2200.0000     50.0488       32.0083       -272.9887     138.6350      76.2870       -208.1525     
     2400.0000     50.7731       42.0938       -301.1597     143.0223      86.3725       -236.3235     
     2600.0000     51.3194       52.3057       -330.1776     147.1090      96.5844       -265.3414     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2CH2CHO
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          4.2732 kcal/mol
   Formation Free Gibbs Energy at 298K = -18.0329 kcal/mol
   Molecular Weight =                    57.0720 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      17.3326       4.3078        -18.1827      74.9685       0.0346        -0.1498       
     600.0000      27.0931       11.0518       -43.0439      90.1595       6.7785        -25.0110      
     800.0000      31.8459       16.9676       -61.9413      98.6361       12.6944       -43.9084      
     1000.0000     35.4136       23.7112       -82.4341      106.1452      19.4379       -64.4012      
     1200.0000     38.0453       31.0707       -104.3456     112.8470      26.7975       -86.3127      
