------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	O         15.99899960
  4.	N         14.00699997
  5.	HE         4.00299978
  6.	AR        39.94800186
------------------------------


------------------------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       O       N      HE      AR
         k:       3.250000e+13	    0.00          0.00


   1011. O + C4H71-3  => 0.5OH + 0.5CH2O + 0.5C3H5-S + 0.5C4H6 
         k:       5.000000e+13	    0.00          0.00


   1012. O + IC4H7  => CH2O + C3H5-T 
         k:       5.000000e+13	    0.00          0.00


   1013. O + CH2CHO  => CH2O + HCO 
         k:       5.000000e+13	    0.00          0.00


   1014. OH + C2H  => 0.7O + 0.7C2H2 + 0.3CH2CO 
         k:       1.000000e+12	    0.00      13000.00


   1015. OH + C2H3  => CH3CHO 
         k:       5.000000e+12	    0.00          0.00


   1016. OH + IC4H7  => CH2O + C3H6 
         k:       2.000000e+12	    0.00          0.00


   1017. OH + C4H71-3  => C2H4 + CH3CHO 
         k:       2.000000e+12	    0.00          0.00


   1018. OH + C4H71-3  => 0.75H2 + CO + 0.25C2H6 + 0.5C2H4 + 0.5C3H6 
         k:       5.000000e+12	    0.00          0.00


   1019. HO2 + C2H3  => OH + CH2CHO 
         k:       3.000000e+12	    0.00          0.00


   1020. HO2 + IC4H7  => OH + CH2O + C3H5-T 
         k:       3.000000e+11	    0.00          0.00


   1021. HO2 + HCO  = H2O2 + CO 
         k:       4.000000e+11	    0.00          0.00


   1022. OH + CH3O  => H2O + CH2O 
         k:       1.500000e+13	    0.00          0.00


   1023. CH3O + HCO  = 2CH2O 
         k:       1.000000e+13	    0.00          0.00


   1024. CH3O + HCO  => CO + CH3OH 
         k:       1.000000e+13	    0.00          0.00


   1025. CH3 + CH2OH  => CH4 + CH2O 
         k:       1.500000e+13	    0.00          0.00


   1026. H + CH2CHO  => CH3CHO 
         k:       6.000000e+13	    0.00          0.00


   1027. OH + CH2CHO  => CH2OH + HCO 
         k:       1.000000e+13	    0.00          0.00


   1028. CH2CHO  = CH3CO 
         k:       2.000000e+11	    0.00      32000.00


   1029. OH + C2H2  => CH2CHO 
         k:       5.000000e+11	    0.00          0.00


   1030. O + C3H6  => C2H5CHO 
         k:       1.000000e+12	    0.00       5000.00


   1031. O2 + C4H8-1  = CH2O + C2H5CHO 
         k:       1.000000e+14	    0.00      39000.00


   1032. O2 + C4H8-2  = 2CH3CHO 
         k:       1.000000e+14	    0.00      39000.00


   1033. O2 + C4H6  => CO + HCO + C2H5 
         k:       5.000000e+13	    0.00      41000.00


   1034. H + C2H5CHO  => CH2O + C2H5 
         k:       8.000000e+12	    0.00       6400.00


   1035. OH + C4H6  => 0.55CH2O + 0.05C2H4 + 0.4C2H3 + 0.4CH3CHO + 0.05CH2CHO + 0.55C3H5-S 
         k:       6.000000e+12	    0.00      -1000.00


   1036. OH + C2H3CHO  => H2O + CO + C2H3 
         k:       9.999600e+06	    2.00      -3343.83


   1037. O2 + C4H4  = HO2 + C4H3 
         k:       2.385000e+07	    2.00      56172.82


   1038. H + C5H5  = C5H6 
         k:       3.160000e+13	    0.28       -179.23


   1039. CH3 + C4H3  => C5H6 
         k:       1.000000e+13	    0.00          0.00


   1040. C2H2 + C3H4-A  = C5H6 
         k:       2.000000e+11	    0.00      22000.00


   1041. C2H2 + C3H4-P  = C5H6 
         k:       2.500000e+10	    0.00      22000.00


   1042. C2H4 + C3H3  = H + C5H6 
         k:       5.000000e+10	    0.00      20400.00


   1043. H + C5H6  => C2H2 + C3H5-A 
         k:       2.000000e+12	    0.00       8000.00


   1044. OH + C5H6  => HCO + C4H6 
         k:       8.000000e+12	    0.00          0.00


   1045. OH + C5H6  => HCO + C2H4 + C2H2 
         k:       2.000000e+12	    0.00          0.00


   1046. OH + C5H6  => CH3 + C2H2 + CH2CO 
         k:       2.000000e+13	    0.00          0.00


   1047. O2 + C5H6  => 2CO + C3H6 
         k:       1.000000e+13	    0.00      39000.00


   1048. O2 + C5H6  => CO + HCO + C3H5-A 
         k:       4.000000e+13	    0.00      39000.00


   1049. O + C5H6  => CO + C4H6 
         k:       2.000000e+13	    0.00          0.00


   1050. O + C5H6  => CH2CO + C3H4-A 
         k:       3.000000e+12	    0.00          0.00


   1051. O + C5H6  => CH2CO + C3H4-P 
         k:       3.000000e+12	    0.00          0.00


   1052. HO2 + C5H5  => OH + CO + C4H5 
         k:       5.000000e+11	    0.00          0.00


   1053. HO2 + C5H5  => OH + CO + C2H4 + C2H 
         k:       1.500000e+13	    0.00          0.00


   1054. HO2 + C5H5  => OH + HCO + C4H4 
         k:       3.000000e+12	    0.00          0.00


   1055. OH + C5H5  => CO + C2H4 + C2H2 
         k:       1.000000e+14	    0.25       4350.00


   1056. OH + C5H5  => H + CH2CO + C3H3 
         k:       3.500000e+13	    0.25       4350.00


   1057. OH + C5H5  => CO + C4H6 
         k:       1.250000e+13	    0.25       4350.00


   1058. O + C5H5  => CO + C4H5 
         k:       1.000000e+14	    0.00          0.00


   1059. O + C5H5  => HCCO + C3H4-A 
         k:       5.000000e+12	    0.00          0.00


   1060. O + C5H5  => HCCO + C3H4-P 
         k:       5.000000e+12	    0.00          0.00


   1061. H + C5H6  => H2 + C5H5 
         k:       9.020000e+05	    2.35       2388.54


   1062. H2 + C5H5  => H + C5H6 
         k:       1.700000e+04	    2.67      22609.40


   1063. CH3 + C5H6  => CH4 + C5H5 
         k:       4.445300e+02	    2.91       4727.71


   1064. CH4 + C5H5  => CH3 + C5H6 
         k:       7.728200e+02	    3.12      25857.11


   1065. OH + C5H6  => H2O + C5H5 
         k:       1.000000e+14	    0.00       1714.00


   1066. C5H5  => C2H2 + C3H3 
         k:       2.000000e+12	    0.00      68000.00


   1067. CH3 + C4H2  => C5H5 
         k:       1.000000e+11	    0.00       7600.00


   1068. C5H6 + C5H5  => C4H5 + C6H6 
         k:       1.200000e+13	    0.00      25500.00


   1069. CH3 + C5H5  => C2H3 + C4H5 
         k:       1.000000e+12	    0.00       8000.00


   1070. CH3 + C5H5  => C2H2 + C4H6 
         k:       1.500000e+11	    0.00       8000.00


   1071. CH3 + C5H5  => C2H4 + C4H4 
         k:       1.500000e+11	    0.00       8000.00


   1072. C2H3 + C3H4-A  => H + C5H6 
         k:       5.000000e+11	    0.00       3000.00


   1073. C2H3 + C3H4-P  => H + C5H6 
         k:       5.000000e+11	    0.00       3000.00


   1074. C2H4 + C4H71-3  => H2 + CH3 + C5H6 
         k:       1.500000e+11	    0.00      13000.00


   1075. C2H4 + IC4H7  => H + CH4 + C5H6 
         k:       1.050000e+11	    0.00      18000.00


   1076. C2H4 + IC4H7  => 0.33NC3H7 + 0.67C3H6 + 0.67C3H5-A + 0.33C3H4-A 
         k:       4.500000e+10	    0.00      18000.00


   1077. C4H5 + C5H5  => C3H4-A + C6H6 
         k:       2.000000e+12	    0.00       3000.00


   1078. C4H5 + C5H6  => C3H5-A + C6H6 
         k:       1.000000e+12	    0.00       6000.00


   1079. C2H3 + C5H6  = C2H4 + C5H5 
         k:       1.400000e+06	    2.00       4871.29


   1080. C2H + C4H5  => C6H6 
         k:       1.000000e+13	    0.00          0.00


   1081. C2H3 + C4H3  => C6H6 
         k:       1.000000e+13	    0.00          0.00


   1082. C2H3 + C4H3  = H + C6H5 
         k:       6.000000e+12	    0.00          0.00


   1083. 2C4H5  = C2H4 + C6H6 
         k:       2.000000e+12	    0.00          0.00


   1084. C2H4 + C5H6  => H + CH3 + C6H6 
         k:       7.500000e+10	    0.00      30000.00


   1085. C3H6 + C5H6  => 2CH3 + C6H6 
         k:       7.500000e+10	    0.00      30000.00


   1086. C4H8-1 + C5H6  => CH3 + C2H5 + C6H6 
         k:       7.500000e+10	    0.00      30000.00


   1087. C4H8-2 + C5H6  => CH3 + C2H5 + C6H6 
         k:       7.500000e+10	    0.00      30000.00


   1088. C4H6 + C5H6  => CH3 + C2H3 + C6H6 
         k:       1.500000e+11	    0.00      30000.00


   1089. C2H3 + C4H4  => H + C6H6 
         k:       1.000000e+12	    0.00       6000.00


   1090. C2H3 + C4H6  => H2 + H + C6H6 
         k:       5.620000e+11	    0.00       3240.00


   1091. C2H3 + C4H6  => CH3 + C5H6 
         k:       1.000000e+12	    0.00       2000.00


   1092. C2H + C4H6  => H + C6H6 
         k:       3.000000e+11	    0.00       8000.00


   1093. C3H4-P + C3H3  = H + C6H6 
         k:       1.400000e+12	    0.00      10000.00


   1094. C2H4 + C4H3  => H + C6H6 
         k:       5.000000e+11	    0.00       5000.00


   1095. C3H4-A + C4H5  => CH3 + C6H6 
         k:       2.500000e+11	    0.00       5000.00


   1096. C3H4-P + C4H5  => CH3 + C6H6 
         k:       2.500000e+11	    0.00       5000.00


   1097. C4H5 + C4H2  => C2H + C6H6 
         k:       5.000000e+11	    0.00       5000.00


   1098. C4H5 + C4H4  => C2H3 + C6H6 
         k:       5.000000e+11	    0.00       5000.00


   1099. O + C6H5  => CO + C5H5 
         k:       1.000000e+14	    0.00          0.00


   1100. CH3COCH2 + C6H6  = CH3COCH3 + C6H5 
         k:       3.677000e+05	    2.00      14929.22


   1101. 2C5H6  => 2H2 + C10H8 
         k:       2.000000e+11	    0.00      35000.00


   1102. C5H6 + C5H5  => H2 + H + C10H8 
         k:       3.000000e+12	    0.00      23000.00


   1103. C6H6 + C5H5  => CH3 + C10H8 
         k:       3.000000e+12	    0.00      23000.00


   1104. 2C5H5  => 2H + C10H8 
         k:       1.000000e+12	    0.00       6000.00


   1105. C4H3 + C6H6  => H + C10H8 
         k:       5.000000e+11	    0.00       5000.00


   1106. C4H71-4 + C6H6  => 2H2 + H + C10H8 
         k:       4.500000e+11	    0.00       6000.00


   1107. C4H6 + C6H6  => H2 + 2H + C10H8 
         k:       1.000000e+11	    0.00      30000.00


   1108. C6H6 + C5H6  => H + CH3 + C10H8 
         k:       2.000000e+11	    0.00      30000.00


   1109. C4H4 + C6H5  => H + C10H8 
         k:       1.260000e+04	    2.61       1430.00


   1110. H + C10H8  => C4H4 + C6H5 
         k:       5.000000e+12	    0.00       5000.00


   1111. CH3 + C5H5  = MCPTD 
         k:       3.060000e+105	  -27.05      47952.00


   1112. CH3 + C5H5  => H2 + FULVENE 
         k:       1.140000e+15	   -1.40      20266.00


   1113. MCPTD  => H2 + FULVENE 
         k:       2.040000e+94	  -25.05     118602.00


   1114. H + MCPTD  => CH3 + C5H6 
         k:       1.500000e+13	    0.00       2000.00


   1115. C3H4-P + C3H4-A  = MCPTD 
         k:       8.000000e+10	    0.00      21000.00


   1116. C2H2 + IC4H7  => H + MCPTD 
         k:       2.000000e+12	    0.00      18000.00


   1117. C2H2 + C4H71-3  => H + MCPTD 
         k:       2.000000e+12	    0.00      18000.00


   1118. H + C3H5-A (+M)  = C3H6 (+M) 
         Fall-off (Troe)
         k0:      1.330000e+60	  -12.00       5967.80
         kInf:    1.000000e+14	    0.00          0.00
         Troe Parameters
         a    2.00e-02
         T*** 1.10e+03
         T*   1.10e+04
         T**  6.86e+03
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         CH4                 	enhanced by	   2.000
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         AR                  	enhanced by	   0.700


   1119. C3H6 + C3H5-A  = C2H4 + C4H71-4 
         k:       4.200000e+10	    0.00      15000.00


   1120. C3H6 + C3H5-A  => H2 + CH3 + C5H6 
         k:       1.000000e+11	    0.00      15000.00


   1121. C3H6 + C3H5-A  => H2 + H + MCPTD 
         k:       4.000000e+10	    0.00      15000.00


   1122. C3H6 + C3H5-A  = C2H3 + C4H8-1 
         k:       2.400000e+10	    0.00      15000.00


   1123. C3H5-A + C4H8-1  => H2 + CH3 + MCPTD 
         k:       7.200000e+10	    0.00      15000.00


   1124. C3H5-A + C4H8-2  => H2 + CH3 + MCPTD 
         k:       9.500000e+10	    0.00      15000.00


   1125. C3H5-A + C4H6  = C2H5 + C5H6 
         k:       8.000000e+11	    0.00      15000.00


   1126. C2H4 + PC4H9  = NC3H7 + C3H6 
         k:       1.500000e+11	    0.00       7600.00


   1127. C3H5-A + C3H3  = C2H2 + C4H6 
         k:       2.500000e+11	    0.00          0.00


   1128. C3H5-A + C4H71-3  = C3H6 + C4H6 
         k:       5.000000e+11	    0.00       3000.00


   1129. C3H5-A + IC4H7  = C3H4-A + IC4H8 
         k:       2.000000e+11	    0.00          0.00


   1130. C3H4-P  = C3H4-A 
         k:       5.200000e+60	  -13.93      91100.00


   1131. C2H3 + C4H2  => C6H5 
         k:       5.000000e+11	    0.00       6000.00


   1132. C4H8-1 + C4H71-4  = PC4H9 + C4H6 
         k:       3.000000e+11	    0.00       7600.00


   1133. C4H8-2 + C4H71-4  = SC4H9 + C4H6 
         k:       3.000000e+11	    0.00       7600.00


   1134. NC4H10  => H2 + 0.5C4H8-1 + 0.5C4H8-2 
         k:       5.000000e+13	    0.00      71000.00


   1135. IC4H10  = H2 + IC4H8 
         k:       5.000000e+13	    0.00      69000.00


   1136. HCO + C4H8-2  => CO + SC4H9 
         k:       3.000000e+11	    0.00       6000.00


   1137. HCO + C4H8-1  => CO + PC4H9 
         k:       3.000000e+11	    0.00       6000.00


   1138. HCO + IC4H8  => CO + 0.7IC4H9 + 0.3TC4H9 
         k:       3.000000e+11	    0.00       6000.00


   1139. O2 + IC4H8  => CH2O + CH3COCH3 
         k:       1.000000e+13	    0.00      44000.00


   1140. O2 + IC4H9  = HO2 + IC4H8 
         k:       2.000000e+11	    0.00       3000.00


   1141. O2 + TC4H9  = HO2 + IC4H8 
         k:       1.800000e+12	    0.00       3000.00


   1142. O + PC4H9  => CH2O + NC3H7 
         k:       2.000000e+13	    0.00          0.00


   1143. O + SC4H9  => CH3 + C2H5CHO 
         k:       2.000000e+13	    0.00          0.00


   1144. O + IC4H9  => CH2O + IC3H7 
         k:       2.000000e+13	    0.00          0.00


   1145. O + TC4H9  => CH3 + CH3COCH3 
         k:       2.000000e+13	    0.00          0.00


   1146. H2 + C4H5  => H + C4H6 
         k:       3.780000e+05	    2.00       6910.63


   1147. H2 + C4H71-4  => H + C4H8-1 
         k:       1.890000e+05	    2.00      10425.49


   1148. H2 + IC4H7  => H + IC4H8 
         k:       3.780000e+05	    2.00      18239.88


   1149. H2 + HCCO  => H + CH2CO 
         k:       5.992000e+05	    2.00       7705.88


   1150. CH4 + C4H5  => CH3 + C4H6 
         k:       1.890000e+05	    2.00       9418.91


   1151. CH4 + C4H71-4  => CH3 + C4H8-1 
         k:       9.450000e+04	    2.00      12868.27


   1152. CH4 + IC4H7  => CH3 + IC4H8 
         k:       1.890000e+05	    2.00      21138.84


   1153. CH4 + C6H5  => CH3 + C6H6 
         k:       2.590000e+08	    1.00       5625.13


   1154. CH4 + CH3CO  => CH3 + CH3CHO 
         k:       9.450000e+05	    2.00      21697.02


   1155. CH4 + CH2CHO  => CH3 + CH3CHO 
         k:       1.610000e+05	    2.00      18832.77


   1156. CH4 + HCCO  => CH3 + CH2CO 
         k:       2.996000e+05	    2.00      10274.99


   1157. CH3 + C2H2  => CH4 + C2H 
         k:       6.000000e+04	    2.00      11196.53


   1158. C2H3 + C2H2  => C2H4 + C2H 
         k:       1.356000e+05	    2.00       9832.26


   1159. C2H5 + C2H2  => C2H6 + C2H 
         k:       4.000000e+04	    2.00      13265.38


   1160. C2H2 + NC3H7  => C2H + C3H8 
         k:       2.700000e+04	    2.00      13265.38


   1161. C2H2 + IC3H7  => C2H + C3H8 
         k:       2.700000e+04	    2.00      17064.96


   1162. C2H2 + C3H5-S  => C2H + C3H6 
         k:       5.400000e+04	    2.00      10579.25


   1163. C2H2 + C3H5-T  => C2H + C3H6 
         k:       5.400000e+04	    2.00      10579.25


   1164. C2H2 + C3H5-A  => C2H + C3H6 
         k:       1.078000e+05	    2.00      20432.90


   1165. C2H2 + C4H5  => C2H + C4H6 
         k:       5.400000e+04	    2.00      10579.25


   1166. C2H2 + C4H71-4  => C2H + C4H8-1 
         k:       2.700000e+04	    2.00      13144.81


   1167. C2H2 + C4H71-3  => C2H + C4H8-2 
         k:       6.800000e+04	    2.00      21467.03


   1168. C2H2 + IC4H7  => C2H + IC4H8 
         k:       5.400000e+04	    2.00      21467.03


   1169. C2H2 + C4H3  => C2H + C4H4 
         k:       8.180000e+04	    2.00      11442.22


   1170. C2H2 + C6H5  => C2H + C6H6 
         k:       7.400000e+07	    1.00       6728.39


   1171. C2H2 + C5H5  => C2H + C5H6 
         k:       6.800000e+04	    2.00      21810.72


   1172. O + C2H2  => OH + C2H 
         k:       4.700000e+06	    2.00       8057.53


   1173. O2 + C2H2  => HO2 + C2H 
         k:       3.400000e+06	    2.00      54834.21


   1174. HO2 + C2H2  => H2O2 + C2H 
         k:       1.600000e+06	    2.00      24090.27


   1175. CH3O + C2H2  => CH3OH + C2H 
         k:       8.560000e+04	    2.00       6755.27


   1176. CH2OH + C2H2  => CH3OH + C2H 
         k:       5.660000e+04	    2.00      17416.23


   1177. HCO + C2H2  => CH2O + C2H 
         k:       2.520000e+05	    2.00      19856.30


   1178. C2H2 + CH3CO  => C2H + CH3CHO 
         k:       2.700000e+05	    2.00      21810.72


   1179. C2H2 + CH2CHO  => C2H + CH3CHO 
         k:       4.600000e+04	    2.00      18930.41


   1180. C2H2 + HCCO  => C2H + CH2CO 
         k:       8.560000e+04	    2.00      11442.22


   1181. C2H6 + C2H3  => C2H5 + C2H4 
         k:       6.102000e+05	    2.00       5704.86


   1182. C2H6 + C3H5-S  => C2H5 + C3H6 
         k:       2.430000e+05	    2.00       6897.45


   1183. C2H6 + C3H5-T  => C2H5 + C3H6 
         k:       2.430000e+05	    2.00       6897.45


   1184. C2H6 + C4H5  => C2H5 + C4H6 
         k:       2.430000e+05	    2.00       6362.83


   1185. C2H6 + C4H71-4  => C2H5 + C4H8-1 
         k:       1.215000e+05	    2.00       9181.05


   1186. C2H6 + C4H71-3  => C2H5 + C4H8-2 
         k:       3.060000e+05	    2.00      16763.05


   1187. C2H6 + IC4H7  => C2H5 + IC4H8 
         k:       2.430000e+05	    2.00      16763.05


   1188. C2H6 + C4H3  => C2H5 + C4H4 
         k:       3.681000e+05	    2.00       7149.69


   1189. C2H6 + C6H5  => C2H5 + C6H6 
         k:       3.330000e+08	    1.00       3330.09


   1190. C2H6 + C5H5  => C2H5 + C5H6 
         k:       3.060000e+05	    2.00      17080.28


   1191. CH2OH + C2H6  => CH3OH + C2H5 
         k:       2.547000e+05	    2.00      12835.00


   1192. HCO + C2H6  => CH2O + C2H5 
         k:       1.134000e+06	    2.00      15407.96


   1193. C2H6 + CH3CO  => C2H5 + CH3CHO 
         k:       1.215000e+06	    2.00      17208.29


   1194. C2H6 + CH2CHO  => C2H5 + CH3CHO 
         k:       2.070000e+05	    2.00      14558.31


   1195. C2H6 + C3H3  => C2H5 + C3H4-A 
         k:       2.430000e+05	    2.00      16545.66


   1196. C2H6 + HCCO  => C2H5 + CH2CO 
         k:       3.852000e+05	    2.00       7127.10


   1197. C2H5 + C2H4  => C2H6 + C2H3 
         k:       1.600000e+05	    2.00      12804.86


   1198. C2H4 + C3H5-S  => C2H3 + C3H6 
         k:       2.160000e+05	    2.00      10579.25


   1199. C2H4 + C3H5-T  => C2H3 + C3H6 
         k:       2.160000e+05	    2.00      10579.25


   1200. C2H4 + C3H5-A  => C2H3 + C3H6 
         k:       4.312000e+05	    2.00      20432.90


   1201. C2H4 + C4H71-4  => C2H3 + C4H8-1 
         k:       1.080000e+05	    2.00      13144.81


   1202. C2H4 + C4H71-3  => C2H3 + C4H8-2 
         k:       2.720000e+05	    2.00      21467.03


   1203. C2H4 + IC4H7  => C2H3 + IC4H8 
         k:       2.160000e+05	    2.00      21467.03


   1204. C2H4 + C4H3  => C2H3 + C4H4 
         k:       3.272000e+05	    2.00      10323.82


   1205. C2H4 + C6H5  => C2H3 + C6H6 
         k:       2.960000e+08	    1.00       5560.65


   1206. O + C2H4  => OH + C2H3 
         k:       1.880000e+07	    2.00       8057.53


   1207. HO2 + C2H4  => H2O2 + C2H3 
         k:       6.400000e+06	    2.00      24887.96


   1208. CH2OH + C2H4  => CH3OH + C2H3 
         k:       2.264000e+05	    2.00      16955.72


   1209. C2H4 + CH3CO  => C2H3 + CH3CHO 
         k:       1.080000e+06	    2.00      22090.32


   1210. C2H4 + CH2CHO  => C2H3 + CH3CHO 
         k:       1.840000e+05	    2.00      19210.01


   1211. C2H4 + C3H3  => C2H3 + C3H4-A 
         k:       2.160000e+05	    2.00      20642.98


   1212. C2H4 + HCCO  => C2H3 + CH2CO 
         k:       3.424000e+05	    2.00      10274.48


   1213. C3H8 + C3H5-S  => NC3H7 + C3H6 
         k:       2.160000e+05	    2.00       6897.45


   1214. C3H8 + C3H5-T  => NC3H7 + C3H6 
         k:       2.160000e+05	    2.00       6897.45


   1215. C3H8 + C4H5  => NC3H7 + C4H6 
         k:       2.160000e+05	    2.00       6362.83


   1216. C3H8 + C4H71-4  => NC3H7 + C4H8-1 
         k:       1.080000e+05	    2.00       9181.05


   1217. C3H8 + C4H71-3  => NC3H7 + C4H8-2 
         k:       2.720000e+05	    2.00      16763.05


   1218. C3H8 + IC4H7  => NC3H7 + IC4H8 
         k:       2.160000e+05	    2.00      16763.05


   1219. C3H8 + C4H3  => NC3H7 + C4H4 
         k:       3.272000e+05	    2.00       7149.69


   1220. C3H8 + C6H5  => NC3H7 + C6H6 
         k:       2.960000e+08	    1.00       3330.09


   1221. C3H8 + C5H5  => NC3H7 + C5H6 
         k:       2.720000e+05	    2.00      17080.28


   1222. CH2OH + C3H8  => CH3OH + NC3H7 
         k:       2.264000e+05	    2.00      12835.00


   1223. HCO + C3H8  => CH2O + NC3H7 
         k:       1.008000e+06	    2.00      15407.96


   1224. CH3CO + C3H8  => CH3CHO + NC3H7 
         k:       1.080000e+06	    2.00      17208.29


   1225. CH2CHO + C3H8  => CH3CHO + NC3H7 
         k:       1.840000e+05	    2.00      14558.31


   1226. C3H8 + C3H3  => NC3H7 + C3H4-A 
         k:       2.160000e+05	    2.00      16545.66


   1227. HCCO + C3H8  => CH2CO + NC3H7 
         k:       3.424000e+05	    2.00       7127.10


   1228. C3H8 + C3H5-S  => IC3H7 + C3H6 
         k:       5.400000e+04	    2.00       4500.00


   1229. C3H8 + C3H5-T  => IC3H7 + C3H6 
         k:       5.400000e+04	    2.00       4500.00


   1230. C3H8 + C4H5  => IC3H7 + C4H6 
         k:       5.400000e+04	    2.00       4564.96


   1231. C3H8 + C4H71-4  => IC3H7 + C4H8-1 
         k:       2.700000e+04	    2.00       6600.00


   1232. C3H8 + C4H71-3  => IC3H7 + C4H8-2 
         k:       6.800000e+04	    2.00      13700.00


   1233. C3H8 + IC4H7  => IC3H7 + IC4H8 
         k:       5.400000e+04	    2.00      13700.00


   1234. C3H8 + C4H3  => IC3H7 + C4H4 
         k:       8.180000e+04	    2.00       5262.22


   1235. C3H8 + C6H5  => IC3H7 + C6H6 
         k:       7.400000e+07	    1.00       2064.96


   1236. C3H8 + C5H5  => IC3H7 + C5H6 
         k:       6.800000e+04	    2.00      14000.00


   1237. CH2OH + C3H8  => CH3OH + IC3H7 
         k:       5.660000e+04	    2.00      10225.62


   1238. HCO + C3H8  => CH2O + IC3H7 
         k:       2.520000e+05	    2.00      12284.45


   1239. CH3CO + C3H8  => CH3CHO + IC3H7 
         k:       2.700000e+05	    2.00      13984.45


   1240. CH2CHO + C3H8  => CH3CHO + IC3H7 
         k:       4.600000e+04	    2.00      11484.45


   1241. C3H8 + C3H3  => IC3H7 + C3H4-A 
         k:       5.400000e+04	    2.00      14064.96


   1242. HCCO + C3H8  => CH2CO + IC3H7 
         k:       8.560000e+04	    2.00       5264.96


   1243. C2H3 + C3H6  => C2H4 + C3H5-A 
         k:       2.034000e+05	    2.00       4432.90


   1244. C3H6 + C3H5-S  => C3H6 + C3H5-A 
         k:       8.100000e+04	    2.00       4500.00


   1245. C3H6 + C3H5-T  => C3H6 + C3H5-A 
         k:       8.100000e+04	    2.00       4500.00


   1246. C3H6 + C4H71-4  => C3H5-A + C4H8-1 
         k:       4.050000e+04	    2.00       6600.00


   1247. C3H6 + C4H71-3  => C3H5-A + C4H8-2 
         k:       1.020000e+05	    2.00      13700.00


   1248. C3H6 + C4H3  => C3H5-A + C4H4 
         k:       1.227000e+05	    2.00       5710.38


   1249. C3H6 + C6H5  => C3H5-A + C6H6 
         k:       1.110000e+08	    1.00       2532.90


   1250. C3H6 + C5H5  => C3H5-A + C5H6 
         k:       1.020000e+05	    2.00      14000.00


   1251. CH2OH + C3H6  => CH3OH + C3H5-A 
         k:       8.490000e+04	    2.00      10410.16


   1252. HCO + C3H6  => CH2O + C3H5-A 
         k:       3.780000e+05	    2.00      12172.41


   1253. CH3CO + C3H6  => CH3CHO + C3H5-A 
         k:       4.050000e+05	    2.00      13872.41


   1254. CH2CHO + C3H6  => CH3CHO + C3H5-A 
         k:       6.900000e+04	    2.00      11372.41


   1255. HCCO + C3H6  => CH2CO + C3H5-A 
         k:       1.284000e+05	    2.00       5732.90


   1256. C2H3 + C3H6  => C2H4 + C3H5-S 
         k:       2.712000e+05	    2.00       8811.51


   1257. C2H5 + C3H6  => C2H6 + C3H5-S 
         k:       8.000000e+04	    2.00      12862.83


   1258. NC3H7 + C3H6  => C3H8 + C3H5-S 
         k:       5.400000e+04	    2.00      12862.83


   1259. IC3H7 + C3H6  => C3H8 + C3H5-S 
         k:       5.400000e+04	    2.00      16662.41


   1260. C3H6 + C3H5-T  => C3H6 + C3H5-S 
         k:       1.080000e+05	    2.00      10579.25


   1261. C3H6 + C3H5-A  => C3H6 + C3H5-S 
         k:       2.156000e+05	    2.00      20432.90


   1262. C3H6 + C4H5  => C3H5-S + C4H6 
         k:       1.080000e+05	    2.00       9558.50


   1263. C3H6 + C4H71-4  => C3H5-S + C4H8-1 
         k:       5.400000e+04	    2.00      13144.81


   1264. C3H6 + C4H71-3  => C3H5-S + C4H8-2 
         k:       1.360000e+05	    2.00      21467.03


   1265. C3H6 + C4H3  => C3H5-S + C4H4 
         k:       1.636000e+05	    2.00      10464.60


   1266. C3H6 + C6H5  => C3H5-S + C6H6 
         k:       1.480000e+08	    1.00       5707.64


   1267. C3H6 + C5H5  => C3H5-S + C5H6 
         k:       1.360000e+05	    2.00      21810.72


   1268. CH3O + C3H6  => CH3OH + C3H5-S 
         k:       1.712000e+05	    2.00       6352.72


   1269. CH2OH + C3H6  => CH3OH + C3H5-S 
         k:       1.132000e+05	    2.00      17013.68


   1270. CH3CO + C3H6  => CH3CHO + C3H5-S 
         k:       5.400000e+05	    2.00      22055.13


